"network","relations","gtfs_shape_id_n","gtfs_route_id_n","gtfs_feed_id_n","relation_id_example"
"中央区コミュニティバス",5,0,0,0,"3563461"
"中山快速公交",1,0,0,0,"17997512"
"中新生态城公交",12,0,0,0,"11678162"
"中登美ヶ丘団地線 (Nakatomigaoka Danchi Line)",4,0,0,0,"3536408"
"中野区コミュニティ交通",1,0,0,0,"19744701"
"临潼公交",6,0,0,0,"17679756"
"丹东公交",6,0,0,0,"19020060"
"九十九里鉄道",42,0,0,0,"14334799"
"九巴 KMB;龍運 LWB",11,0,0,0,"3342481"
"九巴龍運 KMB & LW",132,0,0,0,"12012606"
"九巴龍運 KMB & LW;城巴 Citybus",4,0,0,0,"3531666"
"九巴龍運 KMB & LW;新巴城巴 Citybus & NWFB",8,0,0,0,"10397425"
"九龍及新界巴士 Kowloon & NT Bus",153,0,0,0,"11352906"
"五峰鄉幸福巴士",8,0,0,0,"18975786"
"京大病院ライナーhoop",1,0,0,0,"17462686"
"京成トランジットバス",34,0,0,0,"12302541"
"京成バス",68,0,0,0,"12715645"
"京成バス千葉イースト",68,0,0,0,"13629063"
"京浜急行バス",146,0,0,0,"12142639"
"京王バス",7,0,0,0,"10058437"
"京王バス;神奈川中央交通",5,0,0,0,"4581801"
"京王バス;都営バス",2,0,0,0,"19198553"
"京王電鉄バス",147,0,0,0,"10062912"
"京都らくなんエクスプレスR'EX",1,0,0,0,"17467776"
"京都バス",2,0,0,0,"3939627"
"京都市バス",3,0,0,0,"12736680"
"京都市営バス",13,0,0,0,"2334906"
"京阪バス",6,0,0,0,"13321955"
"仁川循環線",2,0,0,0,"11567582"
"今中線",2,0,0,0,"5613177"
"今川線",4,0,0,0,"18323695"
"仙台市営",1,0,0,0,"12226825"
"仪征公交",2,0,0,0,"18223962"
"仲恺公交",14,0,0,0,"15030709"
"仲町線",2,0,0,0,"6399289"
"伊豆箱根バス",14,0,0,0,"14672686"
"会展1号线",1,0,0,0,"13238406"
"住吉台くるくるバス",1,0,0,0,"12817802"
"佐伯さくらバス",9,0,9,0,"14120093"
"佐伯市",1,0,0,0,"13130179"
"佐伯市コミュニティバス",5,0,0,0,"13133129"
"佐保スクール線 (Saho school Line)",2,0,0,0,"3478247"
"佐保山線 (Sahoyama Line)",3,0,0,0,"3494740"
"佛光山接駁車",4,0,0,0,"19962142"
"佛山公交",1,0,0,0,"10777042"
"信阳市公共交通",12,0,0,0,"14643171"
"備前市営バス",4,0,0,0,"14410374"
"光明池営業所",4,0,0,0,"10103060"
"入粟野上五月線",2,0,0,0,"6841360"
"全运10号线",1,0,0,0,"13238405"
"全运1号线",1,0,0,0,"13164481"
"全运2号线",1,0,0,0,"13171456"
"全运3号线",1,0,0,0,"13212031"
"全运4号线",1,0,0,0,"13217724"
"全运5号线",1,0,0,0,"13221581"
"全运6号线",1,0,0,0,"13234275"
"全运7号线",1,0,0,0,"13234276"
"全运9号线",1,0,0,0,"13237309"
"八尾志紀線",2,0,0,0,"15421610"
"八条町線 (Hachijō-chō Line)",3,0,0,0,"3502279"
"公立鳥取環境大学スクールバス",5,0,0,0,"6670462"
"公設市場線",2,0,0,0,"6594211"
"公路客運",161,0,0,0,"11353051"
"六安公交",2,0,0,0,"15755119"
"六甲・摩耶スカイシャトルバス",2,0,0,0,"14561046"
"兴化公交",1,0,0,0,"18521286"
"兴宁农村客运",2,0,0,0,"18294087"
"内江公交",10,0,0,0,"17587283"
"出屋敷線",1,0,0,0,"4238142"
"加古川市コミュニティバス",4,0,0,0,"10013390"
"加島線",1,0,0,0,"3417137"
"加計呂麻バス",12,0,0,0,"18320268"
"加越能バス",30,0,0,0,"19825118"
"包头公交",1,0,0,0,"15639993"
"北京公交",1965,0,0,0,"10513440"
"北区コミュニティバス",2,0,0,0,"2817211"
"北埔鄉幸福巴士",4,0,0,0,"19430458"
"北大和住宅線 (Kitayamato Jūtaku Line)",2,0,0,0,"3530526"
"北大阪ネオポリス線",6,0,0,0,"3377198"
"北栄線",3,0,0,0,"18354837"
"北海道中央バス",309,0,0,0,"14535445"
"北海道中央バス;ジェイ・アール北海道バス",1,0,0,0,"15656165"
"北花田線",2,0,0,0,"8344373"
"北野田富田林線",2,0,0,0,"12899125"
"北野田線",4,0,0,0,"11999547"
"匝瑳市 循環",13,0,0,0,"14457059"
"千葉中央バス",2,0,0,0,"3287694"
"千葉交通",5,0,0,0,"13250206"
"千葉内陸バス",2,0,0,0,"17016078"
"千里ニュータウン線",13,0,0,0,"3458384"
"千鳥線",5,0,0,0,"13764790"
"华农校巴",4,0,0,0,"11685367"
"华农校车",1,0,0,0,"12714981"
"南京公交",11,0,0,0,"17552684"
"南北バス",1,0,0,0,"2251562"
"南北バス すぎ丸",1,0,0,0,"11224185"
"南宁公交",73,0,0,0,"12477389"
"南川線",2,0,0,0,"19256055"
"南投縣公車;雲林縣公車",2,0,0,0,"17152372"
"南投縣市區公車",1,0,0,0,"9347711"
"南押原線",2,0,0,0,"5555858"
"南摩線",6,0,0,0,"6841173"
"南昌公交",2,0,0,0,"6657195"
"南海熊取ニュータウン線",2,0,0,0,"19249233"
"南科大校园巴士",4,0,0,0,"12541651"
"南通公交",104,0,0,0,"16562434"
"南通市区公交",20,0,0,0,"15845271"
"南部バス",1,0,0,0,"10852772"
"南部公共バス",1,0,0,0,"13953272"
"口粟野線",4,0,0,0,"6649492"
"古峰原線",4,0,0,0,"5554518"
"古田公交",2,0,0,0,"15857984"
"可克达拉公交",14,0,0,0,"16763931"
"台元接駁車",6,0,0,0,"18964872"
"台北市公車",10,0,0,0,"10106046"
"台北市聯合營運公車",5,0,0,0,"11371354"
"台場シャトルバス",2,0,0,0,"3561637"
"台灣好行",8,0,0,0,"20426146"
"叶集公交",4,0,0,0,"15755946"
"合江公交",17,0,0,0,"13738471"
"合肥公交",2,0,0,0,"14453142"
"吉和さくらバス",3,0,3,0,"14120095"
"吉林公交",4,0,0,0,"10353591"
"吉林市公交",7,0,0,0,"18355052"
"吉林省城际公交",2,0,0,0,"16412389"
"名古屋市営バス",668,0,0,0,"10799070"
"名塩さくら台線",1,0,0,0,"7723295"
"名塩南台線",1,0,0,0,"7723228"
"名鉄バス",36,0,0,0,"20268812"
"君津市コミュニティバス",19,0,0,0,"9490838"
"含山公交",16,0,0,0,"10957776"
"吹田市内線",25,0,0,0,"14484260"
"吹田摂津線",12,0,0,0,"11743596"
"吹田線",4,0,0,0,"12341145"
"周宁公交",4,0,0,0,"15860825"
"和泉中央線",2,0,0,0,"8723491"
"和泉市コミュニティバス",1,0,0,0,"13619128"
"和龙公交",4,0,0,0,"17919235"
"哈密公交",4,0,0,0,"14577919"
"唐山公交",4,0,0,0,"19565922"
"嘉峪关关城景区观光车",3,0,0,0,"19547578"
"嘉義公車捷運",4,0,0,0,"5426451"
"嘉義市公車",6,0,0,0,"11082523"
"嘉義縣公車;雲林縣公車",4,0,0,0,"17408351"
"嘉義縣市區公車",6,0,0,0,"11094936"
"四ツ木線",2,0,0,0,"17020799"
"四会公交",16,0,0,0,"17910310"
"四条大路線",2,0,0,0,"13117137"
"四条大路線 (Shijō-ōji Line)",2,0,0,0,"3957925"
"固始公交",6,0,0,0,"13802882"
"国際興業バス",163,0,0,0,"12252039"
"国際興業バス;関東バス",2,0,0,0,"4497093"
"國光客運",2,0,0,0,"16182627"
"國立臺灣大學",3,0,0,0,"18124471"
"國道客運",68,0,0,0,"11347329"
"園内バス",2,0,0,0,"4235083"
"園區巡迴巴士",16,0,0,0,"11370577"
"園福線",4,0,0,0,"13404059"
"土塔平成通り線",2,0,0,0,"6518518"
"城南・新市民病院線",2,0,0,0,"16645483"
"城南循環線",3,0,0,0,"16645461"
"城巴 Citybus",156,0,0,0,"10808592"
"城巴 Citybus;新巴 NWFB",2,0,0,0,"10866302"
"城巴機場快線 Cityflyer",10,0,0,0,"11272886"
"城東中久喜線",2,0,0,0,"6552467"
"基隆市公車",20,0,0,0,"12371201"
"堀江線",2,0,0,0,"18417631"
"堺・大小路線",2,0,0,0,"9534898"
"堺匠町線",5,0,0,0,"12564746"
"堺市内北回り",2,0,0,0,"12564749"
"堺市立総合医療センター線",2,0,0,0,"11562837"
"堺東・住之江線",2,0,0,0,"9562385"
"堺東・泉ヶ丘線",4,0,0,0,"13216528"
"堺東・鳳西町線",2,0,0,0,"10228785"
"塩原・上三依線",3,0,0,0,"6416046"
"塩原本線",4,0,0,0,"5743939"
"墨田区内循環バス",1,0,0,0,"13712440"
"夕鉄バス",5,0,0,0,"15724935"
"夙川台線",3,0,0,0,"7648063"
"多田グリーンハイツ線",4,0,0,0,"3509090"
"大三角線",1,0,0,0,"18323272"
"大亚湾公交",60,0,0,0,"13063061"
"大原野線",3,0,0,0,"12873767"
"大台北聯合營運公車",1,0,0,0,"3536009"
"大和団地線",5,0,0,0,"3509088"
"大和市コミュニティバス",15,0,0,0,"18531645"
"大和町線 (Daiwa-chō Line)",1,0,0,0,"3478368"
"大平線",2,0,0,0,"11958567"
"大新東",2,0,0,0,"14402289"
"大東市",2,0,0,0,"14642385"
"大渡線",2,0,0,0,"6325890"
"大田原女子高線",1,0,0,0,"6287906"
"大田原市内循環線",4,0,0,0,"6183034"
"大網白里市",4,0,0,0,"14360866"
"大谷中央線",2,0,0,0,"6518547"
"大阪シティバス",84,0,0,0,"10808843"
"天津公交",755,0,0,0,"11657867"
"天野山線",8,0,0,0,"13494735"
"天门公交",22,0,0,0,"20194180"
"奈良公園線 (Nara Koen Line)",1,0,0,0,"5617616"
"奈良北高校線 (Narakita Senior Highschool Line)",1,0,0,0,"3507356"
"奈良学園登美ヶ丘線 (Nara Gakuen Tomigaoka Line)",1,0,0,0,"3536412"
"奈良富雄線 (Nara Tomio Line)",2,0,0,0,"3955114"
"奈良西大寺線 (Nara Saidaiji Line)",3,0,0,0,"3485767"
"如意谷線",1,0,0,0,"3366664"
"妙見口能勢線",2,0,0,0,"12817208"
"姫路城ループバス",1,0,0,0,"17925191"
"威海公交",20,0,0,0,"14248014"
"学園前北線 (Gakuemmae-kita Line)",2,0,0,0,"3934482"
"学園前若草台線 (Gakuemmae Wakakusadai Line)",1,0,0,0,"3487955"
"学園前高の原線 (Gakuemmae Takanohara Line)",2,0,0,0,"3498043"
"学園前高畑線 (Gakuemmae-Takabatake line)",2,0,0,0,"3474337"
"学園朝日町循環線 (Gakuen-asahi-chō Loop Line)",3,0,0,0,"3540148"
"学園緑ヶ丘線 (Gakuemmidorigaoka Line)",1,0,0,0,"3486332"
"学園高山線 (Gakuen Takayama Line)",4,0,0,0,"3490095"
"宁德公交",2,0,0,0,"15848640"
"宁河区内公交",8,0,0,0,"19584362"
"宁波公交",2,0,0,0,"11075809"
"宇部市営バス",1,0,0,0,"5346451"
"守口上新庄線",1,0,0,0,"10052473"
"安图公交",6,0,0,0,"17915219"
"安庆公交;枞阳公交",1,0,0,0,"20515048"
"宜宾智轨",14,0,0,0,"11177092"
"宜蘭市區公車",2,0,0,0,"16809484"
"宜蘭縣市區公車",54,0,0,0,"10809309"
"宝坻区内公交",8,0,0,0,"11769181"
"宝塚市内線",8,0,0,0,"7703789"
"宣化公交",2,0,0,0,"15631457"
"富士市コミュニティ交通",7,0,0,0,"19647306"
"富士急湘南バス",1,0,0,0,"5462312"
"富岡線",4,0,0,0,"18323875"
"富雄南住宅線 (Tomio-minami Jūtaku Line)",4,0,0,0,"3478638"
"富雄庄田線 (Tomio Shōda Line)",2,0,0,0,"3486255"
"富雄循環線 (Tomio Loop Line)",3,0,0,0,"3478375"
"富雄若草台線 (Tomio Wakakusadai Line)",2,0,0,0,"12361461"
"寝屋川営業所",1,0,0,0,"12442964"
"寶山鄉幸福巴士",12,0,0,0,"18972685"
"寿宁公交",1,0,0,0,"15860851"
"小千谷線",2,0,0,0,"19226171"
"小来川森崎線",4,0,0,0,"6858357"
"小松倉線",2,0,0,0,"14008470"
"小湊バス",13,0,0,0,"15504602"
"小湊鉄道バス;日東交通",2,0,0,0,"13533092"
"小田急ハイウェイバス",4,0,0,0,"6103454"
"小田急バス",216,0,0,0,"10002643"
"小田急バス;京王バス",1,0,0,0,"10251205"
"小田急バス;神奈川中央交通",2,0,0,0,"3445616"
"小百線",2,0,0,0,"6325973"
"小野原東線",4,0,0,0,"3474346"
"小野寺線",2,0,0,0,"11958327"
"尖石鄉幸福巴士",18,0,0,0,"18975358"
"尚义公交",2,0,0,0,"15701437"
"尼崎市内線",46,0,0,0,"13046201"
"尼崎線",6,0,0,0,"13210066"
"居民巴士 Residents' Service",17,0,0,0,"11660060"
"屏南公交",2,0,0,0,"15858099"
"屏東縣公車",8,0,0,0,"10728268"
"山ゆり号",3,0,0,0,"3382815"
"山村線 (Yamamura Line)",5,0,0,0,"3476124"
"山梨市営バス",1,0,0,0,"4091037"
"山直線",2,0,0,0,"16112165"
"山陽バス",53,0,0,0,"11766872"
"岡町加島線",4,0,0,0,"3392654"
"岡町線",2,0,0,0,"3388392"
"岩出樽井線",2,0,0,0,"14159028"
"岩間木線",1,0,0,0,"14008471"
"崇礼公交",2,0,0,0,"15655401"
"嵊泗公交",84,0,0,0,"16718761"
"川口・鳩ヶ谷線",2,0,0,0,"12626285"
"川崎市バス",122,0,0,0,"12191266"
"川崎市バス;東急バス;小田急バス",2,0,0,0,"8834034"
"川崎鶴見臨港バス",44,0,0,0,"13297160"
"川越シャトル",3,0,0,0,"12104072"
"市内線",43,0,0,0,"15347496"
"市営バス",3,0,0,0,"8487485"
"市営住宅線",1,0,0,0,"5613179"
"市塙黒田烏山線",2,0,0,0,"6483592"
"市外線",140,0,0,0,"17363133"
"市川市コミュニティバス",2,0,0,0,"19781415"
"市役所線",4,0,0,0,"18322968"
"布忍線",4,0,0,0,"8349344"
"帝塚山スクール線 (Tezukayama School Line)",2,0,0,0,"3482560"
"帝塚山住宅線 (Tezukayama Jūtaku Line)",3,0,0,0,"3482451"
"師範大學",1,0,0,0,"7619088"
"常州公交",263,0,0,0,"10295613"
"平和橋通り線",6,0,0,0,"17590326"
"平城団地線 (Heijō Danchi Line)",4,0,0,0,"3495987"
"平度南村公交",2,0,0,0,"20509497"
"平湖公交",80,0,0,0,"17336974"
"平顶山公交",2,0,0,0,"14642891"
"广州公交",89,0,0,0,"10612156"
"广州市双城观光巴士有限公司",1,0,0,0,"12527137"
"广州番禺公交",206,0,0,0,"11795447"
"广德公交",2,0,0,0,"19375301"
"庆阳公交",20,0,0,0,"13248768"
"府営熊取団地線",2,0,0,0,"19152426"
"康保公交",2,0,0,0,"15701488"
"廊坊公交",1,0,0,0,"13389818"
"延吉公交",103,0,0,0,"16455110"
"延吉县内客运",4,0,0,0,"17582790"
"延吉城乡公交",2,0,0,0,"17798851"
"延汪县际客运",1,0,0,0,"17436300"
"延龙客运班线",1,0,0,0,"17038460"
"建设路总站 Jianshe Road",1,0,0,0,"15993418"
"廿日市さくらバス",4,0,4,0,"14120094"
"弁天・富岡線",4,0,0,0,"18323926"
"张北公交",2,0,0,0,"15655457"
"张家口公交",2,0,0,0,"15624975"
"徐州公交",4,0,0,0,"16256084"
"忍頂寺線",1,0,0,0,"3379704"
"怀安公交",2,0,0,0,"15705916"
"怀来公交",2,0,0,0,"15705889"
"思川駅線",1,0,0,0,"6489151"
"惠州公共交通",170,0,0,0,"14048332"
"愉景灣巴士 Discovery Bay Buses",10,0,0,0,"19431358"
"成都公交",4,0,0,0,"18860957"
"戸倉-鳩待峠",1,0,0,0,"16894143"
"戸田市コミュニティバス toco",3,0,0,0,"3404725"
"戸田市コミュニティバスtoc",1,0,0,0,"19767655"
"戸田市コミュニティバスtoco",1,0,0,0,"19987893"
"扬州公交",54,0,0,0,"18204894"
"扬州公园",1,0,0,0,"18229398"
"押熊線 (Oshikuma Line)",2,0,0,0,"3482605"
"振興醫院免費捷運接駁車",1,0,0,0,"5528226"
"掛川市自主運行バス 市街地循環線",1,0,0,0,"6180009"
"敦化公交",9,0,0,0,"17851501"
"敦化县内客运",1,0,0,0,"17341837"
"文京区コミュニティバス",2,0,0,0,"5748251"
"文县农村客运",1,0,0,0,"18985810"
"新タワー線",2,0,0,0,"3494893"
"新北市",2,0,0,0,"6109131"
"新北市公車",408,0,0,0,"10105861"
"新北市區公車",2,0,0,0,"20289973"
"新北市新巴士",11,0,0,0,"10845311"
"新埔鎮幸福巴士",14,0,0,0,"18981828"
"新巴城巴 Citybus & NWFB",60,0,0,0,"10397550"
"新市民病院線",2,0,0,0,"6552421"
"新星公交",12,0,0,0,"15260151"
"新温泉町民バス 夢つばめ",9,0,0,0,"14095616"
"新潟交通佐渡バス",6,0,0,0,"14162159"
"新界專綫小巴 New Territories Green Minibus",96,0,0,0,"11273009"
"新竹市市區公車",74,0,0,0,"10243709"
"新竹縣市區公車",32,0,0,0,"11338194"
"新竹觀光公車",1,0,0,0,"20415487"
"新竹觀光巴士",5,0,0,0,"19450834"
"日の出線",5,0,0,0,"18396562"
"日光江戸村線",4,0,0,0,"6416016"
"日光線",2,0,0,0,"6432426"
"日本交通",3,0,0,0,"6716850"
"日東交通",47,0,0,0,"13458120"
"日生ニュータウン線",5,0,0,0,"3509092"
"日野市ミニバス",8,0,0,0,"16166772"
"旬邑公交",1,0,0,0,"14025559"
"昆明公交",521,0,0,0,"18178340"
"昌益接駁車",4,0,0,0,"18964881"
"昌邑公交",2,0,0,0,"7574654"
"明海・高洲線",3,0,0,0,"18352907"
"昔阳公交",3,0,0,0,"19255773"
"春木川線",2,0,0,0,"9521875"
"有野・藤原台線",6,0,0,0,"7751721"
"有馬線",2,0,0,0,"7684195"
"札幌観光バス",1,0,0,0,"15656193"
"机场大巴",1,0,0,0,"12718485"
"杉生線",2,0,0,0,"3517720"
"村松線",2,0,0,0,"14007691"
"東ヶ丘線",6,0,0,0,"8631720"
"東京バス",8,0,0,0,"17348202"
"東小コース",6,0,0,0,"7918199"
"東山営業所",4,0,0,0,"10751198"
"東山線 (Higashiyama Line)",1,0,0,0,"3938900"
"東川町営バス",3,0,0,0,"2644227"
"東庄町 おでかけ号",18,0,0,0,"15730357"
"東急バス",267,0,0,0,"11492210"
"東急バス;京浜急行バス",1,0,0,0,"9077348"
"東急バス;小田急バス",3,0,0,0,"4480000"
"東急バス;川崎市バス",1,0,0,0,"6448446"
"東急バス;臨港バス",2,0,0,0,"4751850"
"東武バス",34,0,0,0,"12284840"
"東海大學校園公車",2,0,0,0,"5470607"
"東生駒団地線 (Higashiikoma Danchi Line)",4,0,0,0,"3515574"
"東神楽町営バス",3,0,0,0,"2644194"
"東能勢線",7,0,0,0,"3379488"
"東運輸",4,0,0,0,"3394421"
"松ノ木線",4,0,0,0,"4251702"
"松山中央公園線",2,0,0,0,"4098021"
"松山湖公交",5,0,0,0,"19466910"
"板室線",4,0,0,0,"6188978"
"板橋区コミュニティバス",1,0,0,0,"2811906"
"板橋縣公車",1,0,0,0,"3916926"
"林口長庚",1,0,0,0,"14024683"
"柘荣公交",4,0,0,0,"15860967"
"柱本線",4,0,0,0,"11819984"
"株式会社ライフバス",1,0,0,0,"20281560"
"桃園市區公車",2,0,0,0,"20291782"
"桃園市市區公車",248,0,0,0,"12280265"
"桃源台線",4,0,0,0,"19707113"
"桑東部団地・学校循環路線",1,0,0,0,"7918525"
"桑東部絹路線",1,0,0,0,"7918552"
"梅州城区公交",34,0,0,0,"17304162"
"梅田エリア巡回バス",1,0,0,0,"7139325"
"森北町どんぐりバス",2,0,0,0,"12817152"
"榆林公交",1,0,0,0,"12718486"
"横浜交通開発",2,0,0,0,"4090358"
"横浜市営バス",220,0,0,0,"11194289"
"横浜市営バス;横浜交通開発",1,0,0,0,"2877833"
"横浜市営バス;神奈川中央交通",8,0,0,0,"11582355"
"横芝光町",10,0,0,0,"14059228"
"橫山鄉免費公車",2,0,0,0,"19836570"
"歌姫線 (Utahime Line)",1,0,0,0,"3483287"
"武庫川新橋線",1,0,0,0,"7699019"
"武庫川線",2,0,0,0,"7640469"
"武汉公交",2,0,0,0,"17452087"
"武清区内公交",6,0,0,0,"19460187"
"氏家線",4,0,0,0,"6262703"
"水源區新巴士",2,0,0,0,"5697002"
"江ノ電バス",58,0,0,0,"11155348"
"江永县公共交通系统",6,0,0,0,"13575136"
"江若バス",1,0,0,0,"5792811"
"池田市内線",18,0,0,0,"3467917"
"汨罗城乡巴士",16,0,0,0,"12886160"
"汨罗市区公交",28,0,0,0,"12860450"
"汪清公交",12,0,0,0,"18141031"
"沈阳公交",4,0,0,0,"19700229"
"沧州公交",2,0,0,0,"19767140"
"河内天美線",2,0,0,0,"10044251"
"沽源公交",1,0,0,0,"15701464"
"泉ヶ丘地区線",2,0,0,0,"10578426"
"泉北・泉ヶ丘地区線",2,0,0,0,"15421562"
"泉北栂地区線",2,0,0,0,"12767996"
"泉台線",1,0,0,0,"7700464"
"泉大津光明池線",2,0,0,0,"9287903"
"法華寺線 (Hokkeji Line)",2,0,0,0,"3485766"
"泰安公交",213,0,0,0,"14605447"
"泸州公交",373,0,0,0,"14223221"
"津久野線",4,0,0,0,"10072497"
"浅草線",4,0,0,0,"17606769"
"济南公交",809,0,0,0,"10058250"
"浦安東団地線",5,0,0,0,"18417570"
"海口公交",8,0,0,0,"20340678"
"海老名市YouBus",4,0,0,0,"17869567"
"海老名駅～寒川駅線",1,0,0,0,"5735918"
"海阳公交",2,0,0,0,"20156017"
"涿鹿公交",4,0,0,0,"15711225"
"淮南",1,0,0,0,"6743550"
"淮南公交",8,0,0,0,"13123827"
"淮安公交",61,0,0,0,"18220813"
"深圳巴士集团股份有限公司",1,0,0,0,"17277268"
"深圳干线巴士",9,0,0,0,"17087849"
"清原さきがけ号",1,0,0,0,"16244641"
"清原ひかり号",2,0,0,0,"10187662"
"清大校園公車",8,0,0,0,"18964855"
"清远公交",8,0,0,0,"10040567"
"済生会病院線",2,0,0,0,"6263037"
"渡良瀬ライン",3,0,0,0,"16533757"
"温泉線",2,0,0,0,"6375757"
"渭南公交",1,0,0,0,"14296204"
"港区コミュニティバス",1,0,0,0,"5852334"
"港島專綫小巴 Hong Kong Island Green Minibus",87,0,0,0,"10010559"
"港鐵 MTR",2,0,0,0,"3128480"
"港鐵巴士 MTR Bus",30,0,0,0,"2230969"
"港鐵接駁巴士 MTR Feeder Bus",3,0,0,0,"2603366"
"湖口鄉幸福巴士",10,0,0,0,"19445140"
"湛江公交",1,0,0,0,"13556286"
"湯山台・松が丘線",4,0,0,0,"3517862"
"湯山台線",1,0,0,0,"3517859"
"湯津上・黒羽線",2,0,0,0,"12533907"
"湯西川線",6,0,0,0,"6399202"
"満願寺線",1,0,0,0,"3521866"
"溧水公交",3,0,0,0,"19300495"
"溧阳客运",1,0,0,0,"14196245"
"滨海湾公交",32,0,0,0,"16315451"
"滴滴优点巴士（深圳）有限公司",2,0,0,0,"17034786"
"潮音の街線",2,0,0,0,"18419864"
"澎湖縣公車",10,0,0,0,"12560308"
"濮阳公交",24,0,0,0,"13464381"
"瀬戸内市営バス",3,0,0,0,"18053029"
"瀬戸市コミュニティバス",30,0,0,0,"20268497"
"灵丘公交",2,0,0,0,"17243028"
"烏山高部線",2,0,0,0,"9172522"
"烟台公交",276,0,0,0,"13911377"
"熊取山手線",1,0,0,0,"19146163"
"熊猫基地观光车",2,0,0,0,"20200302"
"牛滝線",4,0,0,0,"11105657"
"犬鳴線",4,0,0,0,"19168880"
"狛江市コミュニティバス",2,0,0,0,"3389642"
"猪名川パークタウン線",15,0,0,0,"3517860"
"玉川学園コミュニティバス",3,0,0,0,"3389509"
"珠海公交",59,0,0,0,"11218244"
"珲春公交",9,0,0,0,"17015534"
"琉球バス交通;沖縄バス",8,0,0,0,"19593683"
"琴参バス",37,0,0,0,"12417511"
"生駒イトーピア線 (Ikoma Itopia Line)",4,0,0,0,"3550277"
"生駒山麓公園ふれあいセンター線 (Ikoma Sanroku Park Fureai Center Line)",1,0,0,0,"3952947"
"田園線",2,0,0,0,"10750915"
"甲賀市コミュニティバス",17,0,0,0,"12146180"
"番禺公交",11,0,0,0,"12167101"
"白島線",4,0,0,0,"3366650"
"白银公交",6,0,0,0,"13151083"
"皆川樋ノ口線",4,0,0,0,"10118336"
"相楽ニュータウン線 (Sōraku Newtown Line)",1,0,0,0,"3522772"
"相模原市コミュニティバス",4,0,0,0,"3793543"
"相鉄バス",133,0,0,0,"11177117"
"眉县公交",6,0,0,0,"15260617"
"石橋・郡山団地線",4,0,0,0,"3417300"
"示范区公交",18,0,0,0,"16251099"
"神奈中バス",9,0,0,0,"17438676"
"神奈川中央交通",698,0,0,0,"10142769"
"神奈川中央交通;京王バス",1,0,0,0,"3472927"
"神奈川中央交通;小田急バス",1,0,0,0,"3395937"
"神奈川中央交通;町田市",1,0,0,0,"9483575"
"神奈川中央交通;神奈川中央交通西",3,0,0,0,"3709689"
"神奈川中央交通東",4,0,0,0,"3128426"
"神奈川中央交通西",4,0,0,0,"4105076"
"神姫ゾーンバス",2,0,0,0,"14506323"
"神姫バス",189,0,0,0,"10020451"
"神姫バス三木",2,0,0,0,"3413289"
"神姫バス三田",3,0,0,0,"16821089"
"神姫バス大久保",7,0,0,0,"3416905"
"神姫バス明石",22,0,0,0,"12930097"
"神姫バス西神",12,0,0,0,"11779577"
"神戸市バス",153,0,0,0,"11762964"
"福安公交",2,0,0,0,"15864839"
"福田線",4,0,0,0,"9163264"
"福鼎公交",2,0,0,0,"15864815"
"秋芳洞循環バス",1,0,1,0,"13884348"
"秦皇岛公交",2,0,0,0,"1621201"
"種苧原線",2,0,0,0,"14007690"
"立山黒部アルペンルート",2,0,0,0,"9192555"
"立川バス",48,0,0,0,"11548142"
"章丘公交",12,0,0,0,"13118996"
"竹北市免費市民公車",32,0,0,0,"12042121"
"筑紫・山の街線",1,0,0,0,"7700463"
"筑紫・谷上線",2,0,0,0,"7700614"
"筑紫・谷上線、筑紫・山の街線",1,0,0,0,"7700462"
"箕面中央線",4,0,0,0,"3363490"
"箕面森町線",2,0,0,0,"3472515"
"箱根登山バス",7,0,0,0,"16708035"
"粉河熊取線",2,0,0,0,"19102340"
"粟島浦村コミュニティバス",1,0,0,0,"16216273"
"粟生団地線",14,0,0,0,"14666212"
"粤运快车",1,0,0,0,"17513718"
"綾瀬市コミュニティバス",2,0,0,0,"2532862"
"緑バス",3,0,0,0,"19283131"
"緑ヶ丘線",2,0,0,0,"12891291"
"美原初芝線",2,0,0,0,"13534971"
"羽川線",6,0,0,0,"6489232"
"肇庆公交",143,0,0,0,"11671557"
"胡杨河公交",3,0,0,0,"15446489"
"臨港六区線",1,0,0,0,"12580271"
"臺中市市區公車",752,0,0,0,"10389110"
"臺北市公車",34,0,0,0,"10741418"
"臺北市區公車",2,0,0,0,"18124585"
"臺北市市區公車",411,0,0,0,"10582318"
"臺北市聯營公車",1,0,0,0,"3687699"
"臺北觀光巴士",3,0,0,0,"6904031"
"臺南市公車",6,0,0,0,"12127425"
"臺東市區公車",2,0,0,0,"4121460"
"舒城公交",2,0,0,0,"15763485"
"舞浜リゾート線",2,0,0,0,"18381676"
"舞浜・高洲線",4,0,0,0,"18352022"
"舞浜線",5,0,0,0,"18320323"
"芎林鄉幸福巴士",4,0,0,0,"19040226"
"芦屋市内線",27,0,0,0,"11492606"
"芦屋有馬線",2,0,0,0,"7672448"
"花蓮市公車",2,0,0,0,"4122345"
"花都公交",2,0,0,0,"17267793"
"苍南公交",2,0,0,0,"14292556"
"苏州公交",6,0,0,0,"11005492"
"苏州园区公交",4,0,0,0,"10578145"
"苗栗縣市區公車",7,0,0,0,"5886403"
"若山台線",4,0,0,0,"12875442"
"若江線",4,0,0,0,"13403910"
"若潮通り線",2,0,0,0,"18396546"
"茂名公交",2,0,0,0,"12396344"
"茂名城际公交",4,0,0,0,"12337566"
"茨城交通",10,0,0,0,"5586792"
